Lake,Year,DOY,Chlorophyll,Phycocyanin,DissolvedOxygen_Saturation,pH,Temperature
South Twin Lake,2018,188,14.73,5.02,121.81,8.95,26.62
South Twin Lake,2018,189,12.47,5.04,118.07,8.95,26.49
South Twin Lake,2018,190,11.32,4.92,138.88,9.05,27.25
South Twin Lake,2018,191,10.15,6.1,154.08,9.08,28.18
South Twin Lake,2018,192,9.92,5.91,140.98,9.02,28.57
South Twin Lake,2018,193,9.61,5.44,146.48,9.06,29.33
South Twin Lake,2018,194,9.4,5.1,134.01,9.06,29.02
South Twin Lake,2018,195,10.81,6.14,111.5,8.97,27.88
South Twin Lake,2018,196,10.71,6.02,145.69,9.11,28.71
South Twin Lake,2018,197,10.14,5.44,156.4,9.17,28.61
South Twin Lake,2018,198,10.92,5.69,163.28,9.21,28.63
South Twin Lake,2018,199,9.53,4.32,139.08,9.09,28.3
South Twin Lake,2018,200,10.11,4.78,85.93,8.82,27.24
South Twin Lake,2018,201,11.37,6.13,82.28,8.77,25.76
South Twin Lake,2018,202,12.17,6.09,94.43,8.82,25.85
South Twin Lake,2018,203,11.78,6.42,112.02,8.92,26.22
South Twin Lake,2018,204,11.0,6.03,136.52,9.03,26.82
South Twin Lake,2018,205,10.52,5.32,139.25,9.07,27.08
South Twin Lake,2018,206,10.86,5.18,124.22,9.03,26.7
South Twin Lake,2018,207,11.45,5.76,103.77,8.99,25.72
South Twin Lake,2018,208,14.01,6.93,111.76,9.0,25.1
South Twin Lake,2018,209,16.46,7.53,102.12,9.0,24.56
South Twin Lake,2018,210,14.57,7.7,102.54,8.97,24.66
South Twin Lake,2018,211,14.08,6.89,126.14,9.08,25.0
South Twin Lake,2018,212,15.53,6.67,133.37,9.13,25.44
South Twin Lake,2018,213,14.57,6.47,122.24,9.08,25.66
South Twin Lake,2018,214,16.51,7.59,97.87,9.05,24.54
South Twin Lake,2018,215,14.79,7.13,102.37,9.01,24.88
South Twin Lake,2018,216,13.6,7.34,89.14,8.97,25.04
South Twin Lake,2018,217,14.2,8.53,84.6,8.9,24.62
South Twin Lake,2018,218,15.08,9.29,80.23,8.89,24.31
South Twin Lake,2018,219,14.51,8.25,116.24,9.04,25.44
South Twin Lake,2018,220,14.29,8.27,147.35,9.18,26.36
South Twin Lake,2018,221,11.81,7.03,158.53,9.24,27.26
South Twin Lake,2018,222,10.5,5.66,158.63,9.28,27.78
South Twin Lake,2018,223,9.92,5.28,120.02,9.22,27.23
South Twin Lake,2018,224,8.97,5.3,101.04,9.14,27.04
South Twin Lake,2018,225,9.08,5.26,95.96,9.12,27.23
South Twin Lake,2018,226,9.84,5.09,82.73,9.1,27.22
South Twin Lake,2018,227,9.64,5.91,67.6,8.96,26.46
South Twin Lake,2018,228,9.41,6.66,86.95,8.96,26.3
South Twin Lake,2018,229,10.1,7.5,108.95,9.02,26.22
South Twin Lake,2018,230,10.88,7.53,96.91,9.05,26.16
South Twin Lake,2018,231,10.16,6.96,93.38,9.07,25.53
South Twin Lake,2018,232,9.35,6.88,68.88,8.85,23.67
South Twin Lake,2018,233,7.79,7.2,68.54,8.84,22.44
South Twin Lake,2018,234,9.81,9.32,84.18,8.9,22.16
South Twin Lake,2018,235,9.98,7.78,82.9,8.87,21.86
South Twin Lake,2018,236,12.72,7.92,87.83,8.84,22.28
South Twin Lake,2018,237,11.94,10.3,125.93,9.06,22.83
South Twin Lake,2018,238,12.49,8.24,100.72,8.97,22.96
South Twin Lake,2018,239,12.26,7.34,87.35,8.88,23.92
South Twin Lake,2018,240,12.68,7.48,82.73,8.9,24.45
South Twin Lake,2018,241,12.92,7.35,72.74,8.8,23.07
South Twin Lake,2018,242,11.64,6.23,64.5,8.71,22.34
South Twin Lake,2018,243,10.62,5.93,65.14,8.6,22.16
South Twin Lake,2018,244,11.81,7.06,78.04,8.65,22.6
South Twin Lake,2018,245,14.09,7.13,84.67,8.65,22.92
South Twin Lake,2018,246,12.27,6.95,86.97,8.69,23.17
South Twin Lake,2018,247,7.08,5.93,76.04,8.62,23.32
South Twin Lake,2018,248,7.94,7.01,85.29,8.74,23.51
South Twin Lake,2018,249,7.77,7.14,91.78,8.71,23.04
South Twin Lake,2018,250,6.57,6.48,77.63,8.57,22.19
Swan Lake,2018,138,4.48,0.2,104.18,8.37,22.48
Swan Lake,2018,139,5.07,0.9,99.78,8.38,21.76
Swan Lake,2018,140,6.77,1.7,86.35,8.3,20.09
Swan Lake,2018,141,7.09,1.15,76.78,8.22,19.51
Swan Lake,2018,142,6.56,0.96,76.92,8.22,19.93
Swan Lake,2018,143,6.87,0.28,72.19,8.13,21.1
Swan Lake,2018,144,7.91,0.25,82.19,8.17,22.8
Swan Lake,2018,145,8.11,0.48,111.79,8.34,24.88
Swan Lake,2018,146,6.98,0.85,162.65,8.64,27.14
Swan Lake,2018,149,6.07,1.63,167.68,8.54,27.43
Swan Lake,2018,150,6.05,0.39,74.89,8.09,26.28
Swan Lake,2018,151,5.99,0.26,57.13,7.98,26.52
Swan Lake,2018,152,8.11,0.32,69.02,8.05,27.08
Swan Lake,2018,153,12.9,0.43,63.39,7.98,25.42
Swan Lake,2018,154,17.52,0.89,83.1,8.12,24.23
Swan Lake,2018,155,22.57,1.31,116.19,8.38,23.74
Swan Lake,2018,156,27.3,2.91,192.08,8.81,24.58
Swan Lake,2018,157,26.65,4.8,201.88,8.91,25.18
Swan Lake,2018,158,24.41,4.4,164.51,8.86,24.77
Swan Lake,2018,161,13.11,5.28,199.46,9.12,26.09
Swan Lake,2018,162,12.04,5.64,102.37,8.7,24.0
Swan Lake,2018,163,11.67,7.77,116.26,8.75,24.21
Swan Lake,2018,164,11.42,9.57,152.12,9.08,24.44
Swan Lake,2018,165,8.11,4.25,77.05,8.53,23.48
Swan Lake,2018,166,13.61,8.77,86.31,8.49,24.38
Swan Lake,2018,167,18.81,11.55,91.6,8.61,25.66
Swan Lake,2018,168,21.74,6.43,80.16,8.56,26.79
Swan Lake,2018,169,26.35,6.55,88.37,8.63,27.67
Swan Lake,2018,170,29.48,8.62,70.23,8.48,26.76
Swan Lake,2018,171,27.59,6.84,39.9,8.07,25.6
Swan Lake,2018,172,31.2,8.25,50.47,8.07,24.66
Swan Lake,2018,173,27.11,5.3,55.1,7.97,23.7
Swan Lake,2018,174,21.63,2.5,45.93,7.84,23.33
Swan Lake,2018,175,22.23,2.2,55.76,7.92,23.63
Swan Lake,2018,176,27.24,1.73,47.72,7.77,23.2
Swan Lake,2018,177,29.72,3.58,71.67,8.04,23.17
Swan Lake,2018,178,39.27,5.15,95.72,8.4,23.81
Swan Lake,2018,179,40.95,2.53,68.09,8.13,23.78
Swan Lake,2018,180,31.75,2.1,73.86,8.11,24.55
Swan Lake,2018,181,30.45,5.08,139.06,8.67,26.46
Swan Lake,2018,182,28.64,5.54,130.61,8.74,26.23
Swan Lake,2018,183,29.99,6.29,151.84,8.9,26.12
Swan Lake,2018,184,30.65,6.16,152.1,8.93,26.15
Swan Lake,2018,185,21.28,6.03,170.59,9.04,27.58
Swan Lake,2018,186,13.99,6.81,159.78,9.3,27.5
Swan Lake,2018,187,10.27,8.47,186.87,9.45,26.83
Swan Lake,2018,188,7.54,5.37,145.53,9.27,26.65
Swan Lake,2018,189,6.89,5.63,134.41,9.24,26.51
Swan Lake,2018,190,6.4,5.72,171.28,9.4,27.5
Swan Lake,2018,191,7.49,8.11,199.32,9.49,28.37
Swan Lake,2018,192,5.95,6.59,183.48,9.45,28.81
Swan Lake,2018,193,4.94,5.01,190.72,9.52,29.6
Swan Lake,2018,194,3.98,3.87,178.92,9.63,29.37
Swan Lake,2018,195,4.15,4.71,130.72,9.5,28.22
Swan Lake,2018,196,4.04,4.91,175.38,9.62,29.14
Swan Lake,2018,197,3.7,4.5,183.82,9.69,28.8
Swan Lake,2018,198,3.7,4.03,190.98,9.74,28.48
Swan Lake,2018,199,2.96,2.71,156.51,9.59,28.31
Swan Lake,2018,200,3.0,2.54,76.11,9.19,27.46
Swan Lake,2018,201,3.63,3.74,68.67,9.1,26.65
Swan Lake,2018,202,4.75,4.96,80.46,9.09,26.72
Swan Lake,2018,203,5.91,6.07,98.57,9.15,26.77
Swan Lake,2018,204,5.89,5.84,148.7,9.34,27.3
Swan Lake,2018,205,5.63,5.04,155.19,9.4,27.61
Swan Lake,2018,206,5.53,4.93,142.99,9.4,26.91
Swan Lake,2018,207,5.74,5.62,107.26,9.27,25.94
Swan Lake,2018,208,7.77,6.95,118.48,9.26,25.75
Swan Lake,2018,209,8.36,7.07,117.08,9.29,25.14
Swan Lake,2018,210,8.12,7.43,98.63,9.19,24.49
Swan Lake,2018,211,7.7,6.5,129.4,9.35,24.66
Swan Lake,2018,212,7.04,5.59,146.23,9.42,25.13
Swan Lake,2018,213,6.77,5.42,139.01,9.4,25.71
Swan Lake,2018,214,7.89,6.6,104.51,9.31,24.72
Swan Lake,2018,215,7.71,6.24,109.42,9.28,25.19
Swan Lake,2018,216,7.88,6.54,89.76,9.19,25.08
Swan Lake,2018,217,8.73,7.82,89.19,9.15,24.95
Swan Lake,2018,218,9.69,9.28,66.77,9.02,24.48
Swan Lake,2018,219,9.84,8.91,119.28,9.22,25.61
Swan Lake,2018,220,10.72,9.35,185.6,9.48,26.78
Swan Lake,2018,221,9.5,7.72,199.75,9.6,27.55
Swan Lake,2018,222,7.79,5.42,207.28,9.69,28.14
Swan Lake,2018,223,6.62,4.48,178.4,9.64,27.3
Swan Lake,2018,224,6.25,4.12,144.55,9.53,27.2
Swan Lake,2018,225,6.29,4.41,130.8,9.47,27.31
Swan Lake,2018,226,6.1,4.2,130.1,9.47,27.41
Swan Lake,2018,227,6.61,4.89,81.0,9.26,26.33
Swan Lake,2018,228,7.5,6.81,98.62,9.25,26.45
Swan Lake,2018,229,8.4,7.7,131.82,9.33,26.72
Swan Lake,2018,230,9.59,8.71,132.64,9.37,26.13
Swan Lake,2018,231,9.1,7.54,120.56,9.34,25.54
Swan Lake,2018,232,7.28,6.59,66.05,8.93,23.67
Swan Lake,2018,233,7.79,7.2,68.54,8.84,22.44
Swan Lake,2018,234,9.81,9.32,84.18,8.9,22.16
Swan Lake,2018,235,9.98,7.78,82.9,8.87,21.86
Swan Lake,2018,236,12.72,7.92,87.83,8.84,22.28
Swan Lake,2018,237,11.94,10.3,125.93,9.06,22.83
Swan Lake,2018,238,12.49,8.24,100.72,8.97,22.96
Swan Lake,2018,239,12.26,7.34,87.35,8.88,23.92
Swan Lake,2018,240,12.68,7.48,82.73,8.9,24.45
Swan Lake,2018,241,12.92,7.35,72.74,8.8,23.07
Swan Lake,2018,242,11.64,6.23,64.5,8.71,22.34
Swan Lake,2018,243,10.62,5.93,65.14,8.6,22.16
Swan Lake,2018,244,11.81,7.06,78.04,8.65,22.6
Swan Lake,2018,245,14.09,7.13,84.67,8.65,22.92
Swan Lake,2018,246,12.27,6.95,86.97,8.69,23.17
Swan Lake,2018,247,7.08,5.93,76.04,8.62,23.32
Swan Lake,2018,248,7.94,7.01,85.29,8.74,23.51
Swan Lake,2018,249,7.77,7.14,91.78,8.71,23.04
Swan Lake,2018,250,6.79,6.2,81.5,8.61,22.15
Swan Lake,2018,251,6.69,5.14,79.5,8.56,21.56
Swan Lake,2018,252,7.07,5.06,85.35,8.55,21.2
Swan Lake,2018,253,7.92,5.38,103.91,8.7,21.26
Swan Lake,2018,254,9.5,6.07,121.94,8.88,21.64
Swan Lake,2018,255,12.25,6.74,116.43,8.87,22.02
Swan Lake,2018,256,11.27,7.06,114.89,8.88,22.3
Swan Lake,2018,257,12.43,7.86,121.53,8.95,23.16
Swan Lake,2018,258,11.74,8.89,149.93,9.13,24.2
Swan Lake,2018,259,8.77,8.6,168.95,9.26,24.72
Swan Lake,2018,260,6.11,7.04,186.08,9.37,25.43
Swan Lake,2018,261,6.03,6.55,120.56,9.08,24.33
Swan Lake,2018,262,5.33,6.4,69.89,8.69,23.35
Swan Lake,2018,263,5.25,7.26,77.48,8.69,23.76
Swan Lake,2018,264,4.75,6.17,70.28,8.49,22.93
Lake Mendota,2023,125,2.1,0.05,103.7,8.51,9.15
Lake Mendota,2023,126,2.4,0.06,97.9,8.47,8.83
Lake Mendota,2023,127,1.9,0.02,104.9,8.49,10.18
Lake Mendota,2023,128,3.03,0.11,113.9,8.56,11.3
Lake Mendota,2023,129,2.69,0.28,113.8,8.54,12.43
Lake Mendota,2023,130,1.67,0.1,113.0,8.53,12.17
Lake Mendota,2023,131,3.61,0.29,122.4,8.59,11.62
Lake Mendota,2023,132,2.17,0.15,127.9,8.6,14.99
Lake Mendota,2023,133,2.38,0.09,123.5,8.58,14.42
Lake Mendota,2023,134,1.93,0.08,114.7,8.57,13.8
Lake Mendota,2023,137,0.64,0.06,115.2,8.39,15.36
Lake Mendota,2023,140,0.25,0.07,120.8,8.46,15.21
Lake Mendota,2023,141,0.57,0.64,126.2,8.43,16.81
Lake Mendota,2023,142,1.55,2.88,153.8,8.53,19.07
Lake Mendota,2023,143,1.92,5.94,162.7,8.59,19.08
Lake Mendota,2023,144,2.02,3.8,151.4,8.61,19.52
Lake Mendota,2023,145,0.67,0.43,119.1,8.55,16.64
Lake Mendota,2023,146,0.9,0.65,126.5,8.61,17.07
Lake Mendota,2023,147,0.6,0.66,129.6,8.59,17.83
Lake Mendota,2023,148,0.54,1.09,130.1,8.59,19.0
Lake Mendota,2023,149,0.4,0.63,130.1,8.58,19.54
Lake Mendota,2023,150,0.4,0.25,132.6,8.58,19.5
Lake Mendota,2023,151,0.48,0.08,136.5,8.6,19.82
Lake Mendota,2023,152,0.73,0.33,135.3,8.62,20.81
Lake Mendota,2023,153,1.2,0.5,140.1,8.61,23.24
Lake Mendota,2023,154,2.75,0.95,140.5,8.6,25.27
Lake Mendota,2023,155,1.65,0.37,143.6,8.63,24.15
Lake Mendota,2023,156,1.71,0.57,129.2,8.6,23.35
Lake Mendota,2023,157,0.29,0.02,128.5,8.59,24.53
Lake Mendota,2023,158,0.47,0.02,125.2,8.6,23.58
Lake Mendota,2023,159,0.66,0.1,128.6,8.62,22.25
Lake Mendota,2023,160,0.8,0.1,135.9,8.67,22.71
Lake Mendota,2023,161,0.79,0.07,134.7,8.66,23.26
Lake Mendota,2023,162,0.99,0.09,110.8,8.56,22.32
Lake Mendota,2023,163,0.93,0.12,105.0,8.61,20.7
Lake Mendota,2023,164,0.72,0.16,105.9,8.6,19.86
Lake Mendota,2023,165,0.41,0.17,111.8,8.58,20.03
Lake Mendota,2023,166,0.51,0.19,112.5,8.58,19.95
Lake Mendota,2023,167,0.49,0.11,111.8,8.58,20.52
Lake Mendota,2023,168,0.69,0.1,128.9,8.63,20.79
Lake Mendota,2023,169,0.64,0.26,112.4,8.55,19.57
Lake Mendota,2023,170,0.43,0.16,123.2,8.61,20.03
Lake Mendota,2023,171,0.44,0.06,139.6,8.67,21.58
Lake Mendota,2023,172,0.51,0.04,146.8,8.68,22.25
Lake Mendota,2023,173,0.41,0.02,141.3,8.63,23.84
Lake Mendota,2023,174,0.44,0.02,148.3,8.62,24.99
Lake Mendota,2023,175,0.75,0.04,157.5,8.63,24.23
Lake Mendota,2023,176,1.17,0.1,130.7,8.58,21.97
Lake Mendota,2023,177,1.64,0.15,115.4,8.58,22.13
Lake Mendota,2023,178,1.29,0.1,116.6,8.59,23.17
Lake Mendota,2023,179,1.7,0.14,113.3,8.57,21.88
Lake Mendota,2023,180,1.6,0.14,126.9,8.65,22.25
Lake Mendota,2023,181,1.03,0.07,138.2,8.68,24.08
Lake Mendota,2023,182,0.9,0.05,140.7,8.67,24.75
Lake Mendota,2023,183,0.75,0.04,145.8,8.69,25.29
Lake Mendota,2023,184,0.93,0.05,156.8,8.72,25.87
Lake Mendota,2023,185,1.5,0.11,158.4,8.74,25.91
Lake Mendota,2023,186,1.58,0.14,157.0,8.74,26.19
Lake Mendota,2023,187,1.75,0.21,148.7,8.77,25.79
Lake Mendota,2023,188,1.58,0.11,155.9,8.81,25.8
Lake Mendota,2023,189,1.05,0.06,147.4,8.79,25.86
Lake Mendota,2023,190,1.15,0.08,142.6,8.78,26.22
Lake Mendota,2023,191,1.27,0.09,145.5,8.8,25.91
Lake Mendota,2023,192,1.5,0.12,131.9,8.78,25.59
Lake Mendota,2023,193,1.72,0.18,88.8,8.5,23.25
Lake Mendota,2023,194,2.19,0.38,96.3,8.67,22.66
Lake Mendota,2023,200,0.89,0.28,121.4,8.79,24.44
Lake Mendota,2023,201,0.97,0.33,113.4,8.76,23.96
Lake Mendota,2023,202,1.09,0.24,118.6,8.79,24.89
Lake Mendota,2023,203,1.33,0.19,125.8,8.83,24.94
Lake Mendota,2023,204,1.5,0.18,123.1,8.81,25.54
Lake Mendota,2023,205,1.89,0.17,133.6,8.83,26.56
Lake Mendota,2023,206,1.69,0.13,137.5,8.85,26.03
Lake Mendota,2023,207,1.43,0.22,117.4,8.78,25.29
Lake Mendota,2023,208,0.79,0.16,123.8,8.72,26.3
Lake Mendota,2023,209,0.92,0.2,109.9,8.58,25.96
Lake Mendota,2023,210,0.85,0.17,110.5,8.6,26.24
Lake Mendota,2023,211,0.76,0.15,109.6,8.59,26.59
Lake Mendota,2023,212,0.95,0.16,113.8,8.61,26.89
Lake Mendota,2023,213,1.05,0.14,123.8,8.66,26.95
Lake Mendota,2023,214,1.34,0.28,114.9,8.62,26.19
Lake Mendota,2023,215,1.13,0.16,124.0,8.68,26.74
Lake Mendota,2023,216,1.0,0.22,112.5,8.63,26.87
Lake Mendota,2023,217,1.1,0.4,99.9,8.57,25.31
Lake Mendota,2023,218,1.18,0.38,104.9,8.6,25.34
Lake Mendota,2023,219,1.32,0.37,106.0,8.63,25.33
Lake Mendota,2023,220,1.54,0.74,104.2,8.63,25.79
Lake Mendota,2023,221,2.53,2.03,99.1,8.6,25.77
Lake Mendota,2023,222,2.7,2.49,100.9,8.6,26.3
Lake Mendota,2023,223,2.42,2.19,99.9,8.6,25.96
Lake Mendota,2023,224,1.85,1.35,96.6,8.6,25.63
Lake Mendota,2023,225,2.18,1.74,92.0,8.58,25.2
Lake Mendota,2023,226,1.93,0.78,87.9,8.53,23.99
Lake Mendota,2023,227,1.72,0.64,98.4,8.57,23.65
Lake Mendota,2023,228,1.82,0.59,103.7,8.71,24.17
Lake Mendota,2023,229,1.2,0.43,99.8,8.78,23.31
Lake Mendota,2023,230,1.44,0.42,104.7,8.8,23.38
Lake Mendota,2023,231,1.74,0.49,104.8,8.79,23.11
Lake Mendota,2023,232,1.35,0.42,111.1,8.79,24.89
Lake Mendota,2023,233,1.94,0.38,115.8,8.82,24.85
Lake Mendota,2023,234,2.51,0.55,117.0,8.84,23.84
Lake Mendota,2023,235,2.58,0.62,122.4,8.86,25.36
Lake Mendota,2023,236,2.67,0.49,120.0,8.84,26.77
Lake Mendota,2023,237,2.62,0.51,113.3,8.81,26.54
Lake Mendota,2023,238,1.67,0.46,105.6,8.79,25.52
Lake Mendota,2023,239,1.38,0.4,107.5,8.82,24.85
Lake Mendota,2023,240,1.58,0.51,107.2,8.81,24.94
Lake Mendota,2023,241,1.5,0.45,109.2,8.83,24.89
Lake Mendota,2023,242,1.5,0.45,104.6,8.82,24.35
Lake Mendota,2023,243,2.14,0.8,104.3,8.82,23.73
Lake Mendota,2023,244,1.99,0.81,98.0,8.78,23.28
Lake Mendota,2023,245,1.98,0.67,104.7,8.81,23.19
Lake Mendota,2023,246,1.52,0.35,102.9,8.79,23.46
Lake Mendota,2023,247,1.63,0.31,103.5,8.78,23.78
Lake Mendota,2023,248,1.5,0.3,102.8,8.78,23.79
Lake Mendota,2023,249,1.6,0.36,98.7,8.76,23.47
Lake Mendota,2023,250,1.2,0.4,101.2,8.78,23.05
Lake Mendota,2023,251,1.43,0.4,101.8,8.8,22.72
Lake Mendota,2023,252,1.45,0.52,102.5,8.78,23.28
Lake Mendota,2023,253,1.32,0.35,103.3,8.79,23.12
Lake Mendota,2023,254,1.46,0.41,99.3,8.76,22.62
Lake Mendota,2023,255,0.89,0.35,102.3,8.78,22.46
Lake Mendota,2023,256,0.45,0.34,101.8,8.77,22.21
Lake Mendota,2023,257,0.47,0.31,105.2,8.79,22.03
Lake Mendota,2023,258,0.48,0.26,100.3,8.77,21.58
Lake Mendota,2023,259,0.51,0.28,99.2,8.76,21.32
Lake Mendota,2023,260,0.48,0.26,99.3,8.74,21.11
Lake Mendota,2023,261,0.52,0.26,103.9,8.77,21.2
Lake Mendota,2023,262,0.66,0.34,99.6,8.76,20.66
Lake Mendota,2023,263,0.53,0.39,95.5,8.72,20.72
Lake Mendota,2023,264,0.54,0.36,103.3,8.76,21.1
Lake Mendota,2023,265,0.64,0.45,88.9,8.67,20.54
Lake Mendota,2023,266,0.56,0.47,93.1,8.7,20.48
Lake Mendota,2023,267,0.57,0.5,92.0,8.68,20.12
Lake Mendota,2023,268,0.63,0.45,91.9,8.67,20.11
Lake Mendota,2023,269,0.71,0.53,90.6,8.65,19.85
Lake Mendota,2023,270,0.66,0.6,90.4,8.62,19.7
Lake Mendota,2023,271,0.8,0.51,94.9,8.67,19.82
Lake Mendota,2023,272,0.93,0.45,100.8,8.72,19.9
Lake Mendota,2023,273,0.91,0.46,100.6,8.72,20.04
Lake Mendota,2023,274,0.98,0.47,96.9,8.69,20.04
Lake Mendota,2023,275,0.72,0.45,100.8,8.75,20.13
Lake Mendota,2023,276,0.39,0.31,108.9,8.84,20.57
Lake Mendota,2023,277,0.39,0.33,95.9,8.76,20.15
Lake Mendota,2023,278,0.42,0.32,101.1,8.81,20.37
Lake Mendota,2023,279,0.49,0.33,100.1,8.83,19.23
Lake Mendota,2023,280,0.47,0.36,97.3,8.82,18.34
Lake Mendota,2023,281,0.5,0.39,97.0,8.83,18.08
Lake Mendota,2023,282,0.54,0.38,96.1,8.82,17.16
Lake Mendota,2023,283,0.61,0.41,93.2,8.8,16.6
Lake Mendota,2023,284,0.65,0.49,93.7,8.79,17.02
Lake Mendota,2023,285,0.65,0.46,88.6,8.73,16.18
Lake Mendota,2023,286,0.64,0.38,84.8,8.68,14.86
Lake Mendota,2023,287,0.71,0.41,86.5,8.57,14.16
Lake Mendota,2023,288,0.63,0.29,83.7,8.52,14.13
Lake Mendota,2023,289,0.96,0.36,82.4,8.5,14.16
Lake Mendota,2023,290,1.14,0.39,78.7,8.47,14.51
Lake Mendota,2023,291,1.85,0.42,75.9,8.43,14.21
Lake Mendota,2023,292,1.97,0.36,74.6,8.42,14.06
Lake Mendota,2023,293,1.76,0.26,81.2,8.42,13.8
Lake Mendota,2023,294,2.3,0.61,81.4,8.42,13.59
Lake Mendota,2023,295,3.26,0.39,82.6,8.42,13.57
Lake Mendota,2023,296,5.02,0.76,78.4,8.39,13.41
Lake Mendota,2023,297,5.83,0.7,78.6,8.38,13.72
Lake Mendota,2023,298,6.57,0.68,72.5,8.29,13.82
Lake Mendota,2023,299,2.62,0.26,65.9,8.21,13.89
Lake Mendota,2023,300,2.8,0.23,77.1,8.29,14.07
Lake Mendota,2023,301,3.71,0.32,82.6,8.32,12.82
Lake Mendota,2023,302,5.12,0.55,87.1,8.37,12.3
Lake Mendota,2023,303,3.69,0.39,86.4,8.38,11.56
Lake Mendota,2023,304,1.12,0.11,87.0,8.38,11.2
Lake Mendota,2023,305,0.93,0.04,85.4,8.35,10.96
Lake Mendota,2023,306,1.06,0.07,84.2,8.33,10.74
Lake Mendota,2023,307,1.2,0.1,83.2,8.31,10.55
Lake Mendota,2023,313,1.09,0.0,80.7,8.18,9.72
Lake Mendota,2023,315,1.87,0.04,79.2,8.17,9.54
Lake Mendota,2023,316,1.96,0.44,78.9,8.15,9.5
Lake Mendota,2023,317,1.96,0.1,80.2,8.15,9.27
Lake Mendota,2023,318,2.41,0.1,82.4,8.17,9.35
Lake Mendota,2023,319,2.69,0.1,82.9,8.17,9.52
Lake Mendota,2023,320,3.19,0.12,81.7,8.15,9.46
Lake Mendota,2024,103,4.31,0.2,122.6,8.62,8.47
Lake Mendota,2024,106,3.76,0.16,142.9,8.69,10.15
Lake Mendota,2024,109,5.79,0.46,110.4,8.53,8.61
Lake Mendota,2024,110,3.49,0.13,108.1,8.52,8.62
Lake Mendota,2024,112,2.59,0.05,108.4,8.53,8.62
Lake Mendota,2024,113,3.26,0.17,109.2,8.51,9.15
Lake Mendota,2024,114,2.25,0.0,106.3,8.48,9.23
Lake Mendota,2024,116,2.58,0.05,105.1,8.48,8.9
Lake Mendota,2024,117,2.82,0.03,102.3,8.47,8.45
Lake Mendota,2024,119,2.84,0.01,100.2,8.4,9.71
Lake Mendota,2024,120,2.37,0.0,103.1,8.43,10.1
Lake Mendota,2024,127,1.76,0.15,101.8,8.53,12.36
Lake Mendota,2024,128,2.75,0.28,89.5,8.42,11.34
Lake Mendota,2024,129,2.89,0.3,103.3,8.51,13.75
Lake Mendota,2024,131,0.81,0.03,105.5,8.53,14.61
Lake Mendota,2024,137,1.32,0.15,105.7,8.53,14.94
Lake Mendota,2024,138,0.69,0.2,109.5,8.52,16.53
Lake Mendota,2024,139,2.11,0.26,115.1,8.57,16.33
Lake Mendota,2024,140,0.97,0.24,123.1,8.62,17.78
Lake Mendota,2024,141,2.01,0.68,126.8,8.68,17.3
Lake Mendota,2024,142,6.42,2.8,112.4,8.6,16.94
Lake Mendota,2024,143,0.67,0.13,103.3,8.51,16.06
Lake Mendota,2024,144,0.25,0.31,112.3,8.53,17.3
Lake Mendota,2024,145,0.27,0.25,103.9,8.48,16.75
Lake Mendota,2024,146,0.16,0.18,109.0,8.53,17.38
Lake Mendota,2024,147,0.25,0.11,98.2,8.46,16.58
Lake Mendota,2024,148,0.35,0.25,100.9,8.48,16.58
Lake Mendota,2024,149,0.46,1.59,116.0,8.61,17.53
Lake Mendota,2024,150,0.42,2.43,127.6,8.72,17.84
Lake Mendota,2024,151,0.25,1.05,118.7,8.65,17.41
Lake Mendota,2024,153,0.1,0.04,106.6,8.58,17.0
Lake Mendota,2024,154,0.76,1.74,128.1,8.71,18.18
Lake Mendota,2024,155,5.71,1.37,114.7,8.65,17.55
Lake Mendota,2024,156,1.41,0.35,109.8,8.62,17.85
Lake Mendota,2024,157,0.28,0.88,122.2,8.73,19.46
Lake Mendota,2024,158,0.33,2.25,123.2,8.82,20.39
Lake Mendota,2024,159,0.2,0.96,116.7,8.81,19.9
Lake Mendota,2024,160,0.25,0.53,100.1,8.71,19.84
Lake Mendota,2024,161,0.63,0.23,94.5,8.67,19.8
Lake Mendota,2024,162,0.47,0.08,87.3,8.59,20.05
Lake Mendota,2024,166,0.74,0.04,100.2,8.57,21.05
Lake Mendota,2024,167,1.32,0.19,98.4,8.56,20.84
Lake Mendota,2024,168,1.13,0.14,97.4,8.58,20.22
Lake Mendota,2024,169,1.35,0.13,105.2,8.6,21.44
Lake Mendota,2024,170,0.92,0.08,111.2,8.54,21.72
Lake Mendota,2024,171,0.33,0.04,113.1,8.47,22.79
Lake Mendota,2024,172,0.46,0.15,109.3,8.46,23.34
Lake Mendota,2024,173,0.42,0.12,111.2,8.48,23.64
Lake Mendota,2024,174,0.3,0.08,104.9,8.45,23.53
Lake Mendota,2024,175,0.22,0.07,99.7,8.43,23.46
Lake Mendota,2024,176,0.14,0.06,103.1,8.45,23.64
Lake Mendota,2024,177,0.16,0.08,98.6,8.43,23.63
Lake Mendota,2024,178,0.32,0.6,115.4,8.54,25.01
Lake Mendota,2024,179,0.35,0.7,110.7,8.56,24.8
Lake Mendota,2024,180,0.22,0.12,91.8,8.44,23.13
Lake Mendota,2024,181,0.28,0.4,105.6,8.53,23.68
Lake Mendota,2024,182,0.64,2.95,126.7,8.66,24.0
Lake Mendota,2024,183,0.37,0.3,100.3,8.54,23.09
Lake Mendota,2024,184,0.42,0.08,86.2,8.44,22.09
